gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
宝南村,宝南村,historic_admin,manual,medium,44,1,1956,1956,2020,1956;1983;1984;1986;1987;1989;1990;1992;1993;1994;1995;1996;1997;1999;2000;2001;2002;2003,19,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨250毫米左右，境内低洼农田受淹。大事记,1990年3月22日，宝尹村江文元，宝南村陆美香、金福珠当选长桥镇第十届人民代表大会代表。 || 1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。 || 1995年3月，宝尹村所辖的10个村民组耕地被征用，翌年3月，宝南村所辖的21个村民组耕地被征用。,
郭巷乡,郭巷乡,historic_admin,manual,medium,1,1,1956,1956,1958,1956;1957;1958,3,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开,1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域归属郭巷乡。 || 1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域归属郭巷乡。 || 1957年3月，吴县撤区并乡，长桥乡并入郭巷乡，境域隶属吴县郭巷乡。,
金星小学,金星小学,education,review,medium,3,1,1958,1958,1958,1958,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,放开肚皮吃饭，鼓足干劲生产”等口号。是年，境内地处泥河田宝庆寺的泥河田小学搬迁至姚家场，并更名为金星小学。是年，新华大队陆盘根因经常在外工作，去上海花80元人民币购买了境内第一辆品牌为凤凰的自行车。,1958年，搬进姚家场建造的小学，改称金星小学。,
新华大队,新华大队,historic_admin,manual,medium,103,1,1958,1958,1980,1958;1959;1960;1962;1967;1969;1970;1972;1973;1974;1975;1979;1980,13,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干,1967年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。 || 1970年2月中旬，金星、新华大队遵照长桥人民公社要求，开展“一打三反”（打击现行反革命分子、反对贪污盗窃、反对投机倒把、反对铺张浪费）运动，进行大检举、大批判、大清理，凡涉嫌有经济问题者皆为运动对象，进学习班学习。 || 1972年1月，新华大队开掘全长2000米的金家村河。,
郭巷人民公社,郭巷人民公社,historic_admin,manual,medium,20,1,1958,1958,1958,1958,1,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,是月，郭巷乡大办民兵，实行全民皆兵，提出行动军事化，生活集体化，境内青壮年集体住宿训练。10月，郭巷人民公社成立，实行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星2,1958年10月，成立郭巷人民公社，实行政社合一体制，境域隶属郭巷人民公社。 || 1958年10月，成立郭巷人民公社，实行政社合一体制，境域隶属郭巷人民公社。 || 1958年10月，建郭巷人民公社金星大队，隶属金星大队，为第4生产队。,
金星大队,金星大队,historic_admin,manual,medium,106,1,1958,1958,1980,1958;1959;1960;1961;1962;1965;1966;1967;1969;1970;1971;1972;1975;1976;1977;1978;1979;1980,18,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,行集工农商学于一体、政社合一的体制，境域归属郭巷人民公社。金星24社改称新华大队，金星25社改称金星大队。是月，金星、新华大队实行营连制，大办食堂，并提出“放开肚皮吃饭，鼓足干劲生产”等口号。是年，境,1958年10月，境域开展人民公社化运动，金星第24、第25社改称新华、金星大队。 || 1958年10月，建金星大队，王家浜南岸为第1生产队，北岸为第8生产队。 || 1969年，境域成立金星大队革命委员会，王家浜第1、第8生产队改称第1、第8革命生产领导小组。,
长桥大队,长桥大队,historic_admin,manual,medium,4,1,1962,1962,1963,1962;1963,2,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,学种田，农业发展迅速。1962年，江苏农科院副院长、全国著名劳动模范陈永康率领10多名科技人员至长桥大队政点，做水稻高产示范试验，其间多次至境域指导推广水稻高产栽培技术，以2后又全面推广双季稻的,1962年，江苏农科院副院长、全国著名劳动模范陈永康率领10多名科技人员至长桥大队政点，做水稻高产示范试验，其间多次至境域指导推广水稻高产栽培技术，以2后又全面推广双季稻的种植，使境域成为江南闻名的水稻、三麦高产稳产地区之一。 || 1963年，下田小学开办成完小（1—6年级），其中：4—6年级的学生吸收附近长桥大队、新建大队和新联大队下238塔里、塘湾里的学生。,
下田土地庙,下田土地庙,religious_site,review,medium,1,1,1964,1964,1964,1964,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,各生产小队都建起了麦谷的脱粒场地，与此同时各生产小队都逐步建起了养猪场。其中新华（宝南）大队还在下田土地庙上建立了大队养猪场的指导站，不但站里养猪还放猪到农户代养。1972年起还在澹台湖南岸上建起了苗猪,1964年9月，下田小学搬至下田土地庙，开设三个班级：其中一年级一个班；,
钱家小学,钱家小学,education,review,medium,5,1,1965,1965,1974,1965;1974,2,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,委发出的《认真提倡计划生育的通知》，带头实行计划生育。9月，庙桥小学搬迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下,1965年9月，庙桥小学因观音庙拆除搬至钱家村大坟上，易名钱家小学。 || 1974年9月，钱家小学迁入马桶港幸福桥南堍东侧，并入新华小学。,
长桥人民公社,长桥人民公社,historic_admin,manual,medium,15,1,1965,1965,1983,1965;1968;1970;1980;1983,5,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；20,1965年12月，境域划归长桥人民公社。 || 1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。 || 1970年2月中旬，金星、新华大队遵照长桥人民公社要求，开展“一打三反”（打击现行反革命分子、反对贪污盗窃、反对投机倒把、反对铺张浪费）运动，进行大检举、大批判、大清理，凡涉嫌有经济问题者皆为运动对象，进学习班学习。,
泥河田港,泥河田港,waterway,review,medium,9,1,1967,1967,2017,1967;1974;1991;1995;2017,5,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,67年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。2月，金星大队成立养鱼专业队，在泥河田港放养鱼苗。3月，金星、新华大队党、政工作由大队民兵营长主持。1968年3月5日，始行废除土葬。8,养鱼1967年2月，金星大队成立养鱼专业队，在泥河田港养鱼。 || 1974年2月，泥河田港养鱼场因养鱼的泥河田两岸均为村民住宅，每年抽干水后捕捞养鱼，造成土岸塌方，为此停止了鱼类养殖。 || 992.2停办金星铸件厂1978.2泥和田铜、铁件2300151996.7停办王家浜砖瓦厂1980.8跃进河南砖、瓦1.511000171996.2停办宝带桥汽车改装厂1984.8宝带桥南汽车改装、修理83300131987.8停办吴县味美酱品厂1985.11苏嘉公路朱河店桥南萝卜干、酱油、蜜汁黄瓜等酱品88000402000.12停办吴县废铁镔铁厂1986.8苏嘉公路朱河店桥北加工镔铁152500131996.5停办长桥纸箱包装厂1987.3宝带桥南纸盒1506600502000.8转制星火化工涂料厂1990.5泥河田港东南角涂料5200071996.12停办振尹合成树脂化工厂1993.2胜利桥南582、336树脂1815000101996.12停办表4-191974—1991年宝带桥社区境域集体企业产值利润选年统计表年份宝尹（金星）宝南（新华）合计职工人数/人产值/万元利润/万元职工人数/人产值/万元利润/万元职工人数/人产值/万元利润/万元197450.63050.80101.430197550.750.550.60.3101.350.8197660.90.250.80.3111.70.5197882.220.7104.722,
新华小学,新华小学,education,review,medium,3,1,1968,1968,1974,1968;1974,2,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,华大队陈阿夯当选为吴县第二次活学活用毛泽东思想积极分子代表。是月，下田小学搬迁至坟堂上，并更名为新华小学。10月11日，金星大队在尤字港建造混凝土拱桥时因倒塌造成5人死亡。翌年重建拱桥，取名为“胜利桥,1968年9月，下田小学搬进下田坟堂上新建校舍，更名为新华小学（1968年2月—6月，因土地庙拆除，学校尚在建造过程中，曾在下田村沈关金家、塘港上徐毛妹家过渡）。 || 1974年9月，钱家小学迁入马桶港幸福桥南堍东侧，并入新华小学。,
长桥公社,长桥公社,historic_admin,manual,medium,6,1,1969,1969,1980,1969;1970;1974;1975;1980,5,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,河）拓浚工程。1973年秋，金星、新华大队播种三麦时，试行开挖鼠道排水沟，俗称暗沟。1975年在长桥公社推广。是年，先后建起金星、新华土窑。是年，金星大队潘阿妹、新华大队沈泉妹出席吴县第四次妇女代表大,1975年在长桥公社推广。 || 1969年，成立长桥公社新华大队革命委员会，第1、第2、第3、第4、第5生产队改称第1、第2、第3、第4、第5革命生产领导小组。 || 1969年1月，马永昌任长桥公社新华大队党支部书记。,
金家村河,金家村河,waterway,review,medium,9,1,1972,1968,2017,1968;1972;2015;2017,4,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁,1972年1月，新华大队开掘全长2000米的金家村河。 || 2015年1月，1100米的金家村河清淤污泥9000立方米。 || 第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
马桶港,马桶港,waterway,review,medium,2,1,1974,1974,1974,1974,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着引调、蓄纳和排灌吞吐的作用，,1974年9月，钱家小学迁入马桶港幸福桥南堍东侧，并入新华小学。,
红庄中学,红庄中学,education,review,medium,2,1,1978,1978,1978,1978,1,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,中学书本由上级中学提供，教师由境内学校招聘。境内金星大队办了一届，至1978年8月停办，学生并入红庄中学。境内新华大队办了一届半，至1979年8月停办，学生并入龙桥中学。历任“戴帽子”中学的教师：金星,境内金星大队办了一届，至1978年8月停办，学生并入红庄中学。,
龙桥中学,龙桥中学,education,review,medium,2,1,1979,1979,1979,1979,1,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，至1978年8月停办，学生并入红庄中学。境内新华大队办了一届半，至1979年8月停办，学生并入龙桥中学。历任“戴帽子”中学的教师：金星大队有马卫东、方向明、邓永瑄、史学明等，新华大队有杨康勇、沈会男,境内新华大队办了一届半，至1979年8月停办，学生并入龙桥中学。,
宝南大队,宝南大队,historic_admin,manual,medium,13,1,1980,1980,1992,1980;1981;1982;1983;1992,5,改革开放初期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）“四美”（心灵美、语言美,1980年11月，金星、新华大队更名宝尹、宝南大队。 || 1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。 || 1980年11月，金星大队更名宝尹大队，新华大队更名宝南大队。,
宝尹大队,宝尹大队,historic_admin,manual,medium,11,1,1980,1980,1983,1980;1981;1982;1983,4,改革开放初期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,朱阿夯、马金（根）姐当选长桥人民公社第八届人民代表大会代表。11月，为避地名重叠，金星大队更名为宝尹大队、新华大队更名为宝南大队。1981年3月，开展“五讲”（讲文明、讲礼貌、讲卫生、讲秩序、讲道德）,1982年1月，宝尹大队将泥河田夹河溇北潘家桥（竹桥）改建为石桥。 || 1980年11月，金星大队更名宝尹大队，新华大队更名宝南大队。 || 1980年居民电视机、电风扇、电冰箱、洗衣机等家用电器使用开始普及，用电量逐年递增，宝尹大队通过自发电补充电量不足。,
宝尹村,宝尹村,historic_admin,manual,medium,41,1,1983,1968,2017,1968;1983;1984;1985;1986;1987;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2001,22,改革开放初期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,月，境内实行村级体制改革，设立2个行政村、31个村民小组，撤销生产大队和生产小队。宝尹大队更名为宝尹村，下辖10个村民小组；宝南大队更名为宝南村，下辖21个村民小组。10月4日至23日，连续降雨25,1986年3月，宝尹村首建村部办公楼，建筑面积为360平方米，占地面积2000平方米。 || 1987年4月15日，宝尹村陈志明当选吴县第九届人民代表大会代表； || 1990年3月22日，宝尹村江文元，宝南村陆美香、金福珠当选长桥镇第十届人民代表大会代表。,
宝南织布厂,宝南织布厂,industry,review,medium,1,1,1985,1985,1985,1985,1,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,驻苏州化学纤维厂。是年，宝南村的钱家村、金家村拆除原简易竹桥、木桥，建起石拱桥。1985年4月，宝南织布厂迁移扩容。6月，宝南拼线厂就地扩容。10月，宝南汽车改装厂成立开业。11月，开展第一个五年普法教,1985年4月，宝南织布厂迁移扩容。,
长桥镇,长桥镇,historic_admin,manual,medium,1,1,1986,1986,1990,1986;1987;1990,3,改革开放初期,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,倪龙根当选为中共吴县第四次党代会代表。12月，澹台湖围湖造田。翌年，抽干湖水种上了双季稻。（据《长桥镇志》载：1987年退耕养鱼，由吴县水产局成立的吴县水产二场接管。2016年，改建成宝带桥·澹台湖,（据《长桥镇志》载：1987年退耕养鱼，由吴县水产局成立的吴县水产二场接管。 || 1990年3月22日，宝尹村江文元，宝南村陆美香、金福珠当选长桥镇第十届人民代表大会代表。 || 1986年12月，撤乡建镇，实行镇管村体制，设长桥镇建制，境域隶属长桥镇。,
泥河田公立小学,泥河田公立小学,education,review,medium,2,1,1990,1946,1990,1946;1990,2,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,1978年改沙土路面为沥青路面。是年，流行脑膜炎，殃及境域。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。194,1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。,
朱塔浜桥,朱塔浜桥,bridge,review,medium,1,1,1991,1950,1991,1950;1991,2,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质,1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。,
牛桩桥,牛桩桥,bridge,review,medium,1,1,1991,1950,1991,1950;1991,2,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石,1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。,
王家浜桥,王家浜桥,bridge,review,medium,1,1,1991,1950,2017,1950;1991;1995;2017,4,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、,1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。 || 95.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170,
王家浜竹桥,王家浜竹桥,bridge,review,medium,2,1,1991,1950,1991,1950;1991,2,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔,1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。,
跃进河,跃进河,waterway,review,medium,8,1,1991,1968,2017,1968;1991;2017,3,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。 || 1991年12月，宝尹村跃进河南新建变压电所72平方米，室内安置有160千伏安发电机，撤去原3台变压器。,
金家河,金家河,waterway,review,medium,2,1,1991,1950,2017,1950;1968;1991;2017,4,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、安全等长,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。 || 1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。,
下塔里桥,下塔里桥,bridge,review,medium,1,1,1992,1992,1992,1992,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。,
古塘河,古塘河,waterway,review,medium,7,1,1992,1992,2017,1992;2017,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、,表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。,
古塘河桥,古塘河桥,bridge,review,medium,4,1,1992,1992,2017,1992;2017,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1,
