rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
712,,当时宝南村村,当时宝南村村,historic_settlement,低频,1,1,基层治理:5；农业工业:3；教育民生:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,712. 当时宝南村村（1次）,子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2500元左右。张：当时宝南村村民的经济收入情况及住房情况怎么样呢？沈：1984年，刚改革开放不久，宝南村农民生活水平虽然有了提高，但还不富裕，社队办企业职工的,元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2500元左右。张：当时宝南村村民的经济收入情况及住房情况怎么样呢？沈：1984年，刚改革开放不久，宝南村农民生活水平虽然有了提,
713,,当时桥,当时桥,bridge,低频,1,1,交通水系:4；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,713. 当时桥（1次）,阳。涛声当夜起，并入榜歌长。”这是当时的僧人善住经过此桥时所赋的诗，从中可依稀领略唐代宝带桥的风韵。明正统年间，宝带桥再度重建，当时桥“长千三百二十尺，洞其下凡五十有三，而高其中之三，以通巨舰”，基本恢复了唐代的原貌。封建王朝更迭换代至清朝终于走到了尽头，尽管皇,是当时的僧人善住经过此桥时所赋的诗，从中可依稀领略唐代宝带桥的风韵。明正统年间，宝带桥再度重建，当时桥“长千三百二十尺，洞其下凡五十有三，而高其中之三，以通巨舰”，基本恢复了唐代的原貌。封建王朝更迭,
714,,录自2017年1月苏州大学,录自2017年1月苏州大学,education,低频,1,1,交通水系:6；基层治理:1,该地名属于教育设施，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,2017,1,714. 录自2017年1月苏州大学（1次）,，村民在那里造了一座澹台子祠暨太太庙，供奉澹台灭明、太太等。澹台灭明就是孔子的学生，宝带桥就建在澹台湖上，供奉澹台灭明顺理成章。录自2017年1月苏州大学出版社《足迹下的苏州》赏月宝带桥少正娩中秋赏月。苏州赏月佳处很多，出名的是石湖，石湖在横塘，上方山下，那里有行春桥。网师园也不错,太庙，供奉澹台灭明、太太等。澹台灭明就是孔子的学生，宝带桥就建在澹台湖上，供奉澹台灭明顺理成章。录自2017年1月苏州大学出版社《足迹下的苏州》赏月宝带桥少正娩中秋赏月。苏州赏月佳处很多，出名的是石湖，石湖在横塘，上方,
715,,形制与桥,形制与桥,bridge,低频,1,1,交通水系:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,715. 形制与桥（1次）,端原各有石狮一对，现南端一对保存完好，而北端仅存一只。北端另存有石塔、石亭各一座。桥的第27与第28孔桥墩间的水上亦有一座石塔，形制与桥北堍的完全相同，被誉为“姐妹塔”。宝带桥采用柔性墩和单向推力墩（刚性墩）相结合的技术建造，故在技术上有其独到之处。柔性墩和刚性墩,完好，而北端仅存一只。北端另存有石塔、石亭各一座。桥的第27与第28孔桥墩间的水上亦有一座石塔，形制与桥北堍的完全相同，被誉为“姐妹塔”。宝带桥采用柔性墩和单向推力墩（刚性墩）相结合的技术建造，故在技,
716,,形式推行农村,形式推行农村,historic_settlement,低频,1,1,基层治理:5；教育民生:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、教育民生；主要时间锚点为1994年。,0,缺坐标,,,,missing,,manual,medium,1994,开发区建设,1994,1,716. 形式推行农村（1次）,会。7月26日，连降暴雨，境域遭遇洪涝灾害。1994年1月，宝尹、宝南两村采取政府引导、个人参保、集体扶持、乡镇财政资助相结合的形式推行农村大病风险医疗制度，建立大病风险医疗章程，确立了村、镇、县三级医疗保证。是月，宝尹、宝南两村集体经济合作社对本村籍居民进行股金福利,遇洪涝灾害。1994年1月，宝尹、宝南两村采取政府引导、个人参保、集体扶持、乡镇财政资助相结合的形式推行农村大病风险医疗制度，建立大病风险医疗章程，确立了村、镇、县三级医疗保证。是月，宝尹、宝南两村集体经,
717,,形式量化给每个村,形式量化给每个村,historic_settlement,低频,1,1,基层治理:2；遗产文化:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,717. 形式量化给每个村（1次）,为，保护合作社、社员和债权人的合法权益，根据国家有关法律、法规和政策，制定本章程。第二条本社是将村级集体所有的经营性资产以股权的形式量化给每个村级集体组织成员，并遵循股份合作制的原则，从而形成一个民主管理、民主决策、独立核算、自主经营、风险共担的新型合作经济组织。第三条本,权益，根据国家有关法律、法规和政策，制定本章程。第二条本社是将村级集体所有的经营性资产以股权的形式量化给每个村级集体组织成员，并遵循股份合作制的原则，从而形成一个民主管理、民主决策、独立核算、自主经营、风险,
718,,形成了与运河,形成了与运河,waterway,低频,1,1,交通水系:9；基层治理:2,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,718. 形成了与运河（1次）,港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着引调、蓄纳和排灌吞吐的作用，形成了与运河、太湖、澹台湖相沟通的河网系统，构成了典型的江南水乡特色。湖澹台湖位于境内东北角上，《苏州山水志》载：1997年水域面积1.96,（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着引调、蓄纳和排灌吞吐的作用，形成了与运河、太湖、澹台湖相沟通的河网系统，构成了典型的江南水乡特色。湖澹台湖位于境内东北角上，《苏州山水,
719,,影恰同桥,影恰同桥,bridge,低频,1,1,交通水系:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,719. 影恰同桥（1次）,降临，长桥一带，但见余霞嫣红，细浪跳跃，搅起满湖碎金。而这里最美的景色，则是每年八月十八日之夕的“串月”奇观：是夜，皓月中天，月影恰同桥影相并，每一环洞各呈一月影，五十三个月影映于湖面，远望似一串明月，形成“五十三孔照影来”的迷人奇景。为了便利南北运输，省交通厅于,浪跳跃，搅起满湖碎金。而这里最美的景色，则是每年八月十八日之夕的“串月”奇观：是夜，皓月中天，月影恰同桥影相并，每一环洞各呈一月影，五十三个月影映于湖面，远望似一串明月，形成“五十三孔照影来”的迷人奇,
720,,心想这次造桥,心想这次造桥,bridge,低频,1,1,交通水系:3；基层治理:2；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,720. 心想这次造桥（1次）,尹山桥募捐修缮宝带桥，村里一般中户之家都积极捐款，而他只是在一旁暗暗观察。听到村里人都在戳着他的脊梁骨骂他“守财奴”“吝啬鬼”，心想这次造桥不捐是不行了。他挤在人群中到捐银现场转了一圈，看到船旁有一片322茂盛的树丛，刚好能挡住岸上人的视线，顿时有了主意。他到家中准备,户之家都积极捐款，而他只是在一旁暗暗观察。听到村里人都在戳着他的脊梁骨骂他“守财奴”“吝啬鬼”，心想这次造桥不捐是不行了。他挤在人群中到捐银现场转了一圈，看到船旁有一片322茂盛的树丛，刚好能挡住岸,
721,,必疑造桥,必疑造桥,bridge,低频,1,1,交通水系:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,721. 必疑造桥（1次）,工。下桩前祭祀土神，忌克属生肖者观看，以篱阻行。打桩时用打死的狗或纸剪的人丢下水去压邪。建桥过程中，若适有儿童患痘症之类的疾病，必疑造桥所致，让小孩佩戴红布或桃树牌，上写“石桥石和尚，自造自身当。速速回家转，自去抱桥桩”以解。砖雕旧时，境内人崇尚装饰，考究的住宅都,观看，以篱阻行。打桩时用打死的狗或纸剪的人丢下水去压邪。建桥过程中，若适有儿童患痘症之类的疾病，必疑造桥所致，让小孩佩戴红布或桃树牌，上写“石桥石和尚，自造自身当。速速回家转，自去抱桥桩”以解。砖雕,
722,,必经之路,必经之路,road,低频,1,1,交通水系:10；遗产文化:2,该地名属于道路，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,722. 必经之路（1次）,台湖上，就像是一条玉带躺在碧波荡漾的河面上。宝带桥位于大运河与澹台湖（太湖岔港）贯通口上，与运河平行，是苏州经吴江至杭、嘉、湖的必经之路。唐代时大运河沿河纤道在此中断，澹台湖面上遇风水急浪高，粮船滞集影响漕运。苏州刺史王仲舒于元和十一年（816），捐献官服玉带，募,漾的河面上。宝带桥位于大运河与澹台湖（太湖岔港）贯通口上，与运河平行，是苏州经吴江至杭、嘉、湖的必经之路。唐代时大运河沿河纤道在此中断，澹台湖面上遇风水急浪高，粮船滞集影响漕运。苏州刺史王仲舒于元和十,
723,,必须绕过长桥,必须绕过长桥,bridge,低频,1,1,交通水系:11；遗产文化:3,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为1992年。,0,缺坐标,,,,missing,,review,medium,1992,开发区建设,1992,1,723. 必须绕过长桥（1次）,子，使这座名桥失色不少。1992年大运河整修改道，为了保护这座名桥，从桥北边切断公路开口通河，这样从苏州城到宝带桥就不能直通了，必须绕过长桥，再从南边上桥，宝带桥已不再通行行人，只是观赏性文物。所幸，桥上的电话杆子早已拆除，公路桥也已拆掉，再现了昔日宝带桥的雄姿风韵。,年大运河整修改道，为了保护这座名桥，从桥北边切断公路开口通河，这样从苏州城到宝带桥就不能直通了，必须绕过长桥，再从南边上桥，宝带桥已不再通行行人，只是观赏性文物。所幸，桥上的电话杆子早已拆除，公路桥也已拆,
724,,忽见吴江塔,忽见吴江塔,heritage,低频,1,1,交通水系:3；基层治理:1,该地名属于heritage，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,724. 忽见吴江塔（1次）,近骚人无限意，乘流东下吊湘君。自姑苏取道吴兴将抵桐汭沿江舟中览眺漫作[明]林枝桥亭午发民门，暮泊宝带桥。回首望荒台，风雨何萧萧。忽见吴江塔，尖峭入云霄。江神鼓浪迅，伏怪谢阴骄。村火倏隐见，橹音乍忽超。推篷一盱衡，烟光澹晚潮。题陈顺虎东皋二首其二宝带桥[明]喧遂球曾眠,姑苏取道吴兴将抵桐汭沿江舟中览眺漫作[明]林枝桥亭午发民门，暮泊宝带桥。回首望荒台，风雨何萧萧。忽见吴江塔，尖峭入云霄。江神鼓浪迅，伏怪谢阴骄。村火倏隐见，橹音乍忽超。推篷一盱衡，烟光澹晚潮。题陈顺虎东,
725,,恢复乡村,恢复乡村,historic_settlement,低频,1,1,基层治理:10；开发建设:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、开发建设；主要时间锚点为1983年。,0,缺坐标,,,,missing,,manual,medium,1983,改革开放初期,1983;1992,2,725. 恢复乡村（1次）,开展人民公社化运动，金星第24、第25社改称新华、金星大队。1980年11月，金星、新华大队更名宝尹、宝南大队。1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。2001年12月，撤宝尹、宝南2村，成立宝,第25社改称新华、金星大队。1980年11月，金星、新华大队更名宝尹、宝南大队。1983年7月，恢复乡村建制，境域宝尹、宝南大队改称宝尹、宝南村，1992年8月，境域划归吴县经济技术开发区。2001年,
726,,悍然下令将大桥,悍然下令将大桥,bridge,低频,1,1,交通水系:6,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,726. 悍然下令将大桥（1次）,扫除太平军在苏州城娄门、葑门外和宝带桥一带的防御营垒这一障碍，使他乘坐的“飞而复来”号轮船顺利通过宝带桥，不顾大桥有倒塌的危险，悍然下令将大桥居中的大孔拆去。翌日傍晚，宝带桥便倒塌了。在宝带桥倒塌后一百多年的新中国，我们的太平天国史的研究人员，把戈登的这封信107翻译成,宝带桥一带的防御营垒这一障碍，使他乘坐的“飞而复来”号轮船顺利通过宝带桥，不顾大桥有倒塌的危险，悍然下令将大桥居中的大孔拆去。翌日傍晚，宝带桥便倒塌了。在宝带桥倒塌后一百多年的新中国，我们的太平天国史的研究,
727,,悬索桥,悬索桥,bridge,低频,1,1,交通水系:7,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,727. 悬索桥（1次）,微小的调整，使拱券的受力有所改善。多铰石拱桥的力学特点在一定程度上好似倒置的悬索，悬索是能随荷载而变化其形状的。但多铰石拱桥也有悬索桥那样的缺点：刚度不足，车马行人过桥易生摇晃。可是，多铰石拱桥的这个缺点是受到限制的。宝带桥全桥筑有直立的边墙（撞券石），其砌法：,。多铰石拱桥的力学特点在一定程度上好似倒置的悬索，悬索是能随荷载而变化其形状的。但多铰石拱桥也有悬索桥那样的缺点：刚度不足，车马行人过桥易生摇晃。可是，多铰石拱桥的这个缺点是受到限制的。宝带桥全桥筑,
728,,我们收获到了社区,我们收获到了社区,community,低频,1,1,基层治理:1；交通水系:1,该地名属于社区，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,728. 我们收获到了社区（1次）,、澹台湖等著名景点、名胜古迹实地考察，现场搜集；五是向有关专家、学者、同人征集；六是根据线索顺藤摸瓜，至外埠采访。通过以上方法，我们收获到了社区方志相关资料50余万字，照片250余张，并对其科学分类，去伪存真，去芜存菁，以“纵不断线，横不缺项”的原则进行取舍。2019年1,考察，现场搜集；五是向有关专家、学者、同人征集；六是根据线索顺藤摸瓜，至外埠采访。通过以上方法，我们收获到了社区方志相关资料50余万字，照片250余张，并对其科学分类，去伪存真，去芜存菁，以“纵不断线，横不缺,
729,,我们谨代表社区,我们谨代表社区,community,低频,1,1,基层治理:5；交通水系:2,该地名属于社区，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,729. 我们谨代表社区（1次）,和热心人的帮助和支持。编纂工作人员通过各种途径，搜集到了不少弥足珍贵的资料，经订立纲目，几易其稿，遂成了《宝带桥社区志》。为此，我们谨代表社区党委、居委会向他们以及所有参与和关心本志编纂工作的人员表示衷心感谢。感谢大家为宝带桥社区办了一件上慰祖先、下惠子孙、裨益当代、遗,员通过各种途径，搜集到了不少弥足珍贵的资料，经订立纲目，几易其稿，遂成了《宝带桥社区志》。为此，我们谨代表社区党委、居委会向他们以及所有参与和关心本志编纂工作的人员表示衷心感谢。感谢大家为宝带桥社区办了一件,
730,,我国桥,我国桥,bridge,低频,1,2,交通水系:12；开发建设:3,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,730. 我国桥（1次）,一套古代桥梁建筑邮票上的苏州宝带桥“迎亲于渭，造舟为梁”，这是《诗经》上说的公元前1027年周文王在渭河上用船架设浮桥迎亲的事。我国桥梁建筑的历史，至少已有3000多年。千姿百态的古桥，展示了我国古代劳动人民的聪明才智，有些工程技术堪称世界奇迹，河北赵县赵州桥就 || 想过。因为在纤夫身影已无踪无迹的现代江南水乡，人们早已把这座奇巧多姿、玲珑剔透的古桥当作一件古代建筑艺术品来欣赏了。宝带桥确实是我国桥梁建筑史上的一个杰作。它的桥身由53孔连缀而成，桥面平坦，仅三孔逐渐隆起，便于纤夫挽舟拉纤。桥全长316.8米，面宽4.1米，基,桥“迎亲于渭，造舟为梁”，这是《诗经》上说的公元前1027年周文王在渭河上用船架设浮桥迎亲的事。我国桥梁建筑的历史，至少已有3000多年。千姿百态的古桥，展示了我国古代劳动人民的聪明才智，有些工程技,
731,,我在村,我在村,historic_settlement,低频,1,1,基层治理:4；农业工业:2,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,731. 我在村（1次）,间平房，每间28平方米，共84平方米。我父母亲在家种田，解决家中的口粮和蔬菜。妻子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2500元左右。张：当时宝南村村民的经济收入情况及住房情况怎么样呢？沈：1,方米。我父母亲在家种田，解决家中的口粮和蔬菜。妻子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2500元左右。张：当时宝南村村民的经济收,
732,,我徐步踱到湖南小区,我徐步踱到湖南小区,residential,低频,1,1,交通水系:10；开发建设:2；农业工业:1,该地名属于居住小区，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,732. 我徐步踱到湖南小区（1次）,子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁……我徐步踱到湖南小区观赏，但见公寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，灯盏挂路旁，车站、学校、菜场围着碧波竞争辉……当我站在湖东古桥凝望时,这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁……我徐步踱到湖南小区观赏，但见公寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，灯盏挂路旁，车站、学校、菜场围着碧波,
733,,我心中的桥,我心中的桥,bridge,低频,1,1,交通水系:6,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,733. 我心中的桥（1次）,火，虽然天上布满云朵，但那地上的星火之情却越燃越炽。一座桥拥有五十三个桥孔，经过千年风雨却依旧存在，这是一个民族的骄傲！宝带桥，我心中的桥。录自2007年12月百花文艺出版社《家住吴宫》千年沧桑宝带桥长虹卧波显神韵谷于走在宝带桥上，就像走在历史的过道上，带着思索，走,星火之情却越燃越炽。一座桥拥有五十三个桥孔，经过千年风雨却依旧存在，这是一个民族的骄傲！宝带桥，我心中的桥。录自2007年12月百花文艺出版社《家住吴宫》千年沧桑宝带桥长虹卧波显神韵谷于走在宝带桥上,
734,,我曾驾舟入湖,我曾驾舟入湖,water,低频,1,1,交通水系:1,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,734. 我曾驾舟入湖（1次）,；既已知道，不得到它吃食不香，睡卧不宁。我向你讨要，是对你客气，你莫敬酒不吃吃罚酒！”澹台灭明冷笑道：“你这是在威胁我，恐吓我？我曾驾舟入湖，领教过你兴风作浪的伎俩，你可曾伤得了我一根毫毛？你还有多少本领，只管使出来。”蛟龙恶狠狠说：“我固然奈何不了你，但周边百姓，可,卧不宁。我向你讨要，是对你客气，你莫敬酒不吃吃罚酒！”澹台灭明冷笑道：“你这是在威胁我，恐吓我？我曾驾舟入湖，领教过你兴风作浪的伎俩，你可曾伤得了我一根毫毛？你还有多少本领，只管使出来。”蛟龙恶狠狠说：“,
735,,我欲醉之以酃湖,我欲醉之以酃湖,water,低频,1,1,交通水系:2,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,735. 我欲醉之以酃湖（1次）,鱼出水听。船头吹裂紫竹箫，换以铁笛声戛豪。水仙微步双手招，虾蟆一跃姮娥逃。天风泠泠衣袂飘，夜深偷过红阑桥。我欲饷之以绥山之余桃，我欲醉之以酃湖之香醪。云是诸天玉女久相待，不许下界长逍遥。仙之来兮不可即，仙之去兮不可识。采鸾曳尾青翛翛，飞阁凌空水天碧。安得琼思瑶想解开七宝,笛声戛豪。水仙微步双手招，虾蟆一跃姮娥逃。天风泠泠衣袂飘，夜深偷过红阑桥。我欲饷之以绥山之余桃，我欲醉之以酃湖之香醪。云是诸天玉女久相待，不许下界长逍遥。仙之来兮不可即，仙之去兮不可识。采鸾曳尾青翛翛，飞阁,
736,,我站,我站,transport,低频,1,3,交通水系:23；遗产文化:3；开发建设:3,该地名属于交通节点，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,736. 我站（1次）,…我徐步踱到湖南小区观赏，但见公寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，灯盏挂路旁，车站、学校、菜场围着碧波竞争辉……当我站在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的东环路长浜大桥正日益显示出它那雄 || 找着了，我们总算找着了！”可是，墙东面通往宝带桥的便门锁着。旁边的一位先生说，宝带桥每天上午10点到下午4点开放，你们明天来吧！我站在便门前不想离去，从便门上部的空框中向北望去，宝带桥像一条长带从眼前起起伏伏向北飘去，把公园中的陆地连接在一起。“哦，快看，那里 || ，东临京杭大运河，西锁澹台湖。桥两端原各有一对威武雄壮的青石狮，挺胸昂首，注视着每个来人，好似宝带桥的卫士，保护着宝带桥的安全。我站在宝带桥上西望澹台湖，感到格外亲切、自豪。这是始祖澹台灭明为澹台氏族赢得的永久的荣誉。澹台湖面积不大，一眼尽览，东西长，南北窄；,寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，灯盏挂路旁，车站、学校、菜场围着碧波竞争辉……当我站在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的,
737,,我给你条生路,我给你条生路,road,低频,1,1,,该地名属于道路，在志书中约出现1次，主要关联志书叙事；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,737. 我给你条生路（1次）,一口水也不曾端给她喝。老太越想越伤心，挣扎起身，硬撑着来到丈夫坟上，打算哭一会儿就自寻短见。王瑚伯劝道：“你不用去死，你跟我走，我给你条生路。”王瑚伯把老太带到自己家中，住了两天，做好了准备，第三天，代老太写了一纸诉状，呈到县衙，告其子不孝。王瑚伯私下与知县沟通，说了,伤心，挣扎起身，硬撑着来到丈夫坟上，打算哭一会儿就自寻短见。王瑚伯劝道：“你不用去死，你跟我走，我给你条生路。”王瑚伯把老太带到自己家中，住了两天，做好了准备，第三天，代老太写了一纸诉状，呈到县衙，告其子,
738,,我继续自步从桥,我继续自步从桥,bridge,低频,1,1,交通水系:2；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,738. 我继续自步从桥（1次）,绿树丛中，并时而有几声婉转的鸟鸣声从中传来，一切显得那样的宁静和平和……目睹眼前的一切，我渐渐地明白了这几年鸟类逐渐增多的原因。我继续自步从桥上向南走去，走进了澹台湖公园的大门。门口那一片安装着各种健身器材的地方锻炼的人还真不少，单杠、双杠……样样器械有人在摆弄，而且都,声从中传来，一切显得那样的宁静和平和……目睹眼前的一切，我渐渐地明白了这几年鸟类逐渐增多的原因。我继续自步从桥上向南走去，走进了澹台湖公园的大门。门口那一片安装着各种健身器材的地方锻炼的人还真不少，单杠、双,
739,,或河,或河,waterway,低频,1,1,基层治理:1,该地名属于运河河道，在志书中约出现1次，主要关联基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,739. 或河（1次）,身穿戴，用红绒线或银链系在颈上，垂于胸前。多见于妇女，特别是姑娘，有的肚兜上还绣有各种图案，夏日里农村妇女在劳动时或休息乘凉时，或河滩上沐浴时上身就只穿肚兜。包头巾，境内妇女的包头巾多数是自己用棉纱织成长方形的方格土布做成，称“手巾布”，包住额头和头部，外观呈,垂于胸前。多见于妇女，特别是姑娘，有的肚兜上还绣有各种图案，夏日里农村妇女在劳动时或休息乘凉时，或河滩上沐浴时上身就只穿肚兜。包头巾，境内妇女的包头巾多数是自己用棉纱织成长方形的方格土布做成，称“,
740,,战士马福男宝南村,战士马福男宝南村,historic_settlement,低频,1,1,基层治理:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,740. 战士马福男宝南村（1次）,士马老虎宝南3组1969.21974.2班长潘水源宝尹9组1969.31982.10副连长钱小火宝尹8组1969.41973.1战士马福男宝南村24号1969.41977.3班长陈全福宝尹7组1969.41974.2副班长潘龙元宝尹9组1969.41973.4战士董夯南宝,74.2班长潘水源宝尹9组1969.31982.10副连长钱小火宝尹8组1969.41973.1战士马福男宝南村24号1969.41977.3班长陈全福宝尹7组1969.41974.2副班长潘龙元宝尹9组19,
741,,户主移出该村,户主移出该村,historic_settlement,低频,1,1,基层治理:3,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,741. 户主移出该村（1次）,寿038钱三男009俞金土019钱兴高029张文嘉039钱寿生010俞锦泉020钱长全030张金木根040金福根本章自然村内或有户主移出该村之情形，但仍酌收人名于表内。本章的自然村图表仅供补充文字之不足，不作为房屋产权证明等其他之用。43序号户主序号户主序号户主001,钱兴高029张文嘉039钱寿生010俞锦泉020钱长全030张金木根040金福根本章自然村内或有户主移出该村之情形，但仍酌收人名于表内。本章的自然村图表仅供补充文字之不足，不作为房屋产权证明等其他之用。,
742,,才能感受到桥,才能感受到桥,bridge,低频,1,1,交通水系:10；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,742. 才能感受到桥（1次）,大大减轻了古桥的负荷，也可让更多的游人从陆上一睹宝带桥雄姿。宝带桥美，但真正在桥上走是体会不到的，只有在船上，或是在公路桥上看，才能感受到桥孔连缀所带来的视觉冲击力，感受到宝带桥由于桥墩精薄、轻巧所产生的结构美。我曾听桥梁专家讲过宝带桥在设计上的独特之处，说它在工程技,的游人从陆上一睹宝带桥雄姿。宝带桥美，但真正在桥上走是体会不到的，只有在船上，或是在公路桥上看，才能感受到桥孔连缀所带来的视觉冲击力，感受到宝带桥由于桥墩精薄、轻巧所产生的结构美。我曾听桥梁专家讲过宝带桥,
743,,扎个猛子潜入湖,扎个猛子潜入湖,water,低频,1,1,交通水系:5,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,743. 扎个猛子潜入湖（1次）,贯注细细端详着湖中情形。澹台灭明确实不是等闲之辈，他的定力不同凡响，蛟龙使尽浑身解数，也无奈他何。蛟龙见恶搞毫无作用，只好作罢，扎个猛子潜入湖底，一眨眼工夫已无影无踪，湖面顿时微波不兴了。蛟龙以为潜入湖底就无事了，它哪里知晓，澹台灭明已看得一清二楚，湖底有个深潭，正是蛟,确实不是等闲之辈，他的定力不同凡响，蛟龙使尽浑身解数，也无奈他何。蛟龙见恶搞毫无作用，只好作罢，扎个猛子潜入湖底，一眨眼工夫已无影无踪，湖面顿时微波不兴了。蛟龙以为潜入湖底就无事了，它哪里知晓，澹台灭明已看,
